Price,QuantityInStock,WeightInGrams,LengthInCentimeters,WidthInCentimeters,UnitsSold
16687,38,5732,313,12077,431
6011,26,5054,274,14116,457
25549,32,2098,375,10997,323
20527,48,9284,361,6263,330
21413,24,7501,200,9888,129
28101,27,4576,129,9569,52
6447,11,5812,291,8995,70
28594,15,9276,112,4784,132
15843,42,4374,423,11195,65
11320,10,5980,481,7940,18
9416,26,9455,293,13110,59
3338,47,2548,451,8017,470
18518,19,3262,312,9277,52
2215,37,3374,250,4869,159
6920,40,3709,315,13388,417
14302,42,7717,207,9293,243
12830,10,3808,267,12077,350
24277,44,1675,89,6149,108
27044,43,8074,212,7143,269
15325,14,7351,79,7825,255
15793,38,1867,70,14465,119
19474,29,7381,394,14129,175
14386,33,5517,444,14654,286
19049,28,9034,206,10239,287
14370,30,6926,189,11944,152
5607,35,7556,95,12992,333
27528,22,3158,191,11704,286
6856,35,7436,227,8027,251
13388,32,1236,387,7462,305
14926,21,3739,370,6538,425
18149,46,4379,93,4798,322
26997,25,1567,317,10682,47
28236,45,4517,192,10949,292
18413,45,7376,395,8028,480
23585,26,5953,489,4241,382
15319,38,3136,464,10031,108
10918,35,9123,392,8026,467
12134,32,6974,424,8234,159
9253,41,2057,346,5278,81
26148,24,2657,296,5588,90
23559,22,4932,429,11816,162
23214,21,2628,348,9797,100
13374,47,5013,133,14103,447
16825,26,8187,193,8466,245
5591,42,1982,153,6833,68
5509,29,6955,295,7663,486
6675,14,1495,310,5385,384
28682,20,7695,62,5415,330
20230,26,5222,352,6816,411
12155,18,3404,414,5669,58
13322,46,1427,186,9821,456
7173,40,4075,355,10283,457
8496,30,2987,395,14585,170
13702,26,6405,126,6065,224
3813,17,1049,495,4298,464
5730,44,3368,269,7745,395
29913,21,5190,339,8295,334
25564,28,2384,434,12163,498
20052,30,9273,448,8362,212
13759,32,8636,125,7761,150
7255,21,3149,489,6276,318
27043,39,6127,211,7697,465
16764,42,3685,251,7078,79
16166,20,2897,381,8724,35
3293,30,7333,114,8822,256
3441,22,1456,449,10461,243
19773,26,8743,358,10163,24
26659,31,3801,246,7384,27
12809,40,9292,424,8417,343
5265,41,6943,244,14048,457
26255,42,8173,209,13878,417
23763,43,9748,420,7737,124
15782,19,2208,266,10197,177
12092,31,9896,166,9866,312
16585,33,4763,234,10693,494
29572,49,4408,312,8475,472
24452,46,9658,213,7379,305
7642,49,6462,273,7592,196
8129,43,9719,467,12825,324
2824,40,6167,450,12558,488
10599,24,4641,203,4638,90
11130,22,2204,387,9103,24
5833,34,3967,277,8718,323
3080,22,8015,269,12399,253
23138,33,6001,134,12362,313
26502,21,6277,218,8683,402
13025,12,9034,92,10897,81
17733,21,6567,150,10711,195
17557,42,2943,488,11677,276
13028,36,7402,406,12606,10
18164,24,8019,159,5239,455
18855,44,5776,469,13315,436
23046,43,1889,394,4200,422
8649,44,5720,56,11889,75
20647,40,2147,426,12357,364
15391,16,8980,460,13854,88
23863,14,3900,142,13017,301
21467,19,2041,312,11686,370
14845,43,3769,215,11502,203
10102,45,8038,139,7790,138
19565,28,1052,70,10094,457
24358,39,5797,499,4451,196
27720,41,1689,399,6154,323
6446,29,8946,134,8567,452
26201,28,6035,178,11157,284
7638,47,1445,60,8786,166
7716,49,2702,116,6106,196
13937,36,3969,405,13673,383
3285,47,7484,271,7681,471
6762,41,2576,250,14357,193
13742,25,6999,273,8826,399
8366,22,8292,261,13331,448
18079,31,2918,164,8576,60
29387,33,4061,128,6677,91
15077,26,5573,285,9202,366
4871,38,4353,233,9954,114
5290,38,3404,296,8759,71
10865,23,4065,240,9079,324
26193,41,2941,62,5933,172
14459,34,4882,328,5926,30
7411,46,7475,289,14262,443
26704,15,1116,103,9848,109
10773,28,3539,456,7585,205
13677,23,9630,213,7981,474
19318,46,1275,62,4576,478
3170,40,1669,223,12684,495
18118,18,6827,120,4704,30
27761,25,1700,475,10505,85
11984,26,2204,410,12902,201
4997,27,5997,190,10454,400
18600,21,2626,266,10407,293
4859,39,5087,490,4539,283
12124,30,4389,234,10919,305
22953,21,7786,429,10910,262
14740,37,2869,442,11922,115
29164,38,8511,193,12515,339
14560,32,4722,73,6811,72
25657,40,4680,457,4900,273
8029,39,8109,54,9357,342
7185,20,3480,223,13518,230
29967,44,3373,108,7687,45
25160,10,8948,162,10084,476
23957,29,4812,244,12924,391
28877,24,3109,316,4901,298
26761,32,6389,108,13495,335
23787,10,2339,386,8636,252
27162,37,1629,63,4687,478
7844,49,1417,475,10042,168
5253,26,1346,481,4700,482
24374,33,4574,248,6452,245
17422,31,6266,300,12762,282
16861,21,8523,339,5892,89
24154,15,3693,431,7856,69
12843,49,2043,184,14337,298
4659,10,5777,260,4482,99
18717,32,9848,435,13387,255
20279,35,4240,70,14231,172
24351,14,8184,485,14891,168
19636,20,5734,312,11543,64
26987,31,2506,297,13166,121
19781,22,3622,228,10162,199
29667,32,2263,50,6436,228
17625,12,9363,337,4774,425
19533,30,9266,98,14762,363
25633,34,7199,245,4013,489
21136,47,6023,161,9178,142
28764,34,8102,162,14264,134
10239,21,7142,171,8481,91
11405,24,2954,479,7829,175
11250,42,5898,93,4595,483
25644,11,3195,69,10640,12
24544,24,4755,91,8109,436
16156,17,9318,214,4937,206
29600,31,3344,258,11173,167
6867,26,8505,312,7646,313
18523,25,9911,438,13361,10
27484,26,5962,77,4390,105
18887,17,9546,432,5391,203
28435,21,5752,297,5205,379
18210,34,8074,467,5401,170
21330,31,2300,51,12316,68
4618,37,1776,112,9765,447
3293,40,5443,63,11931,447
17478,29,8420,59,4111,234
18050,13,6149,71,14340,300
22213,38,5915,471,4122,70
21525,34,7514,297,9737,166
18357,12,1782,330,5726,433
4711,43,2675,460,11151,409
2218,20,9703,128,9034,24
17325,28,9120,243,5640,478
27064,40,4223,369,9335,441
20199,30,9164,410,13854,445
17327,44,3249,302,4005,143
16621,44,4023,57,10285,135
26523,31,9763,243,11020,134
20964,19,8598,318,10933,333
10098,35,8654,260,12768,234
3881,10,7287,460,8352,62
25840,47,5371,215,10110,238
9132,43,5122,69,10889,340
2400,36,9921,153,11791,166
9569,32,4563,163,7378,410
13745,17,7766,495,6065,45
18693,22,1056,462,14970,311
14174,34,4922,440,9620,35
6026,39,9573,281,13351,29
10108,37,3248,146,4525,423
27164,32,1914,453,11466,242
24281,40,9167,67,8514,430
26349,11,1603,108,13825,260
4664,39,5399,326,13110,47
29940,32,2962,236,10649,141
21286,14,9803,198,4820,126
15762,25,9450,338,5986,221
3024,22,6809,57,4320,315
21434,32,1389,193,9491,499
14391,15,3198,491,11726,153
27646,32,2004,224,13400,305
25256,27,9431,226,10565,72
10937,32,1405,449,13458,298
29102,23,1527,306,4617,465
23579,10,7326,256,10352,47
29312,13,6899,251,9003,426
12516,28,1200,361,5321,56
11762,22,8898,307,9108,383
25547,30,2000,493,9558,20
22213,11,7018,444,14949,124
26515,49,7315,401,5154,87
14984,42,5955,390,13318,25
16577,18,2245,185,11221,462
18445,28,7055,154,11251,93
12590,11,3994,197,10881,145
7511,38,1187,153,8755,113
24706,23,6368,351,9592,246
16868,22,7571,486,5287,20
4352,45,7011,125,9981,459
22659,16,4573,64,5742,168
17544,41,5691,268,13193,355
26928,31,1761,399,6521,246
10282,39,7904,386,13451,249
15717,10,3596,244,13005,43
2654,35,9881,371,9785,485
8020,24,4390,100,10856,320
21931,41,6797,445,14487,401
7651,31,7543,239,12515,77
5594,12,4095,332,5795,111
16484,21,2446,81,14048,272
24073,16,5642,465,6827,384
16842,34,3639,129,9113,388
14491,10,8723,316,10927,456
13306,21,2881,71,7626,365
14617,44,2733,300,7219,435
21843,45,2592,88,8971,267
27853,40,9384,60,7987,130
11894,32,1281,346,5668,35
13197,27,6696,406,4702,205
20027,21,5039,167,9422,202
28644,13,8465,144,8858,398
20698,31,2008,445,12633,388
23545,25,7451,155,13157,22
16233,14,9000,375,7533,121
13728,27,9572,122,4632,85
5865,14,8505,64,14450,91
29760,39,1914,153,5791,292
15367,40,2510,205,4505,359
8966,31,2928,120,5485,399
3122,47,1910,490,12710,239
15391,19,9928,290,13677,318
21179,12,4619,102,6461,122
26438,32,4819,334,13844,341
13332,21,4968,176,14883,371
7378,19,5349,168,8007,462
4469,32,1893,97,13144,338
26848,17,9389,461,10872,279
16847,16,7430,164,14117,116
9608,33,9723,429,7803,406
22162,37,9249,260,14090,156
6679,19,6555,398,9809,360
6904,42,2423,63,14430,188
27052,26,4078,246,6697,161
22432,38,5193,317,8512,298
14587,48,7907,410,13104,408
7491,49,5095,205,14364,499
10982,38,5546,493,12320,150
15990,37,6609,140,8444,102
16855,37,6165,64,11255,180
3618,24,6740,117,4398,294
10020,16,7657,239,10488,192
28361,46,5001,359,7756,440
29146,28,6433,185,14607,357
4168,49,6153,453,13933,259
22795,42,3706,303,11824,262
24320,47,6721,266,14765,252
13972,40,8284,194,11900,352
10468,29,9694,426,14960,221
16395,45,8468,441,10513,462
20557,37,5520,232,13915,137
9739,10,4311,269,6291,481
17946,44,3829,388,10066,411
17566,23,1067,468,4100,228
21404,23,9595,265,10917,269
3147,19,2819,88,8426,219
16084,44,7232,425,7088,57
25101,21,8842,80,7417,220
18420,12,4700,328,13704,232
10135,23,5904,182,6096,359
28865,18,9989,139,14891,58
20336,18,7384,448,9849,182
3831,43,8665,83,12220,245
10268,28,7174,88,8145,474
23152,26,8813,436,10868,394
10083,37,6876,287,9270,138
22150,23,5949,252,7360,179
17007,36,8102,265,4867,126
9194,11,4331,168,7331,22
28890,17,7529,461,5039,406
6398,36,2652,367,4002,415
14039,14,4375,85,14886,438
26613,25,1486,272,6969,495
27906,31,5145,69,11429,29
23639,33,8649,77,10696,387
14684,23,8838,120,4043,212
18742,20,6208,463,6484,32
7625,18,3398,471,11223,76
19948,41,7561,483,9728,74
8729,27,1216,336,4482,411
10826,19,5086,383,8834,99
19543,39,4069,85,9126,435
5514,44,4996,242,4767,165
27185,39,2370,253,13999,33
9357,38,3181,211,12895,478
21417,13,3375,440,10008,141
13047,40,4812,478,14657,84
29088,26,8488,466,8600,268
23727,47,6228,260,7436,452
20866,22,5318,253,12678,204
24074,11,7031,84,11229,153
22730,24,4770,66,6156,217
14738,35,8572,105,7931,404
9210,45,7058,423,5282,332
17862,26,6488,236,5580,307
2740,24,9757,233,14887,329
4852,38,9366,79,4867,265
2152,33,5109,234,5079,208
14123,44,4035,53,11495,172
15478,40,6339,458,5047,416
14634,43,1839,171,4664,222
21921,25,6664,333,9691,16
22407,13,9120,124,10570,11
27885,37,7922,114,14776,86
29154,48,9617,249,14105,226
27884,15,1086,312,10049,497
9368,23,5121,474,13183,39
19589,48,4165,203,13947,472
19882,30,3247,310,5151,326
20277,38,8989,78,12092,326
24889,43,1631,352,8680,471
26063,21,9089,199,10312,344
26227,49,7760,249,11482,461
2953,30,3066,215,5260,297
19263,31,2617,186,12486,401
12531,12,4906,380,10059,454
12306,47,2828,194,12924,374
4189,31,2794,72,10637,140
16799,32,4543,93,9239,317
18793,40,9382,365,6926,340
20296,47,2471,258,6937,289
28540,19,4039,476,6380,47
12133,12,8679,74,14145,419
24248,35,2774,470,9701,344
24995,46,1397,90,5965,10
6663,34,2828,120,9233,193
26649,39,2145,121,14429,82
4205,49,4965,148,5222,264
17772,47,5886,432,14813,141
18448,43,5847,364,11644,495
8193,29,1107,132,4302,136
15731,26,6265,402,4196,338
21578,49,3790,164,6790,418
19912,49,3057,453,9255,367
8396,35,9083,85,7764,98
6112,12,7148,424,8767,431
25159,35,4570,55,11555,235
19912,29,3879,360,10338,139
9660,28,1248,374,5165,275
5647,26,2010,103,10541,51
17526,30,8615,254,12373,184
5521,17,9782,68,14417,138
21702,12,6419,71,5101,149
17212,40,2515,446,13568,311
24718,48,3196,105,13368,470
26573,11,3100,185,10633,60
7822,10,2639,414,13267,488
13220,48,2901,113,11595,388
13563,22,6076,387,4302,150
5072,38,4682,358,10083,220
22533,48,9141,330,10715,287
7836,42,4166,221,6799,230
29806,34,4416,406,11000,324
21096,37,5015,237,11572,429
25651,48,5695,230,12506,154
22843,42,3621,493,6973,395
10065,28,5729,496,8357,198
12781,25,6616,426,6443,436
21562,20,3866,329,11551,197
5812,34,8934,212,14892,460
4193,17,5940,475,4080,337
5501,12,2827,415,4806,374
8945,25,9805,340,4622,489
22805,30,4036,246,12039,22
5465,14,8844,167,6533,98
25231,43,4773,338,10770,90
3551,35,6537,139,13570,110
10012,37,8116,133,12880,336
8228,30,7885,277,13584,126
6815,21,1271,116,7256,289
21369,19,5471,284,7432,240
15195,36,4715,198,13471,442
20930,43,8035,171,6695,141
6086,18,6501,157,5460,300
25786,48,2231,477,11095,219
17778,40,8300,86,6276,495
22801,16,2195,415,9638,275
6334,12,7589,494,7868,493
20714,33,8130,150,11726,239
27989,35,8261,428,6809,232
20597,20,9370,484,9308,189
9429,22,1557,374,7805,373
3842,48,4603,375,11234,42
2529,29,1214,218,13417,386
21753,46,8715,206,14770,123
14962,17,4815,264,9679,84
13938,24,8924,173,8464,206
17139,17,6424,93,5139,464
5373,18,6296,171,7443,492
25046,36,4848,256,11594,216
21983,40,6365,427,4548,295
4957,37,1657,169,5346,248
22572,49,7959,71,7310,57
17614,31,4204,499,13155,362
10221,16,8395,144,10253,313
11616,21,2348,153,12807,348
9858,24,2560,284,8912,227
26842,43,3888,464,11749,82
26410,22,5861,322,12127,26
8535,11,8814,165,14170,371
15672,48,9275,57,8515,422
10780,19,7848,84,9047,316
27693,22,8941,63,5440,373
10423,13,1402,212,14815,195
16856,34,4962,274,12444,35
16489,41,8709,149,10617,179
29710,34,8900,225,13790,171
22657,25,1729,248,13487,252
3003,22,3758,430,14442,440
4760,17,2320,279,13072,385
12319,37,3047,266,9542,95
4371,25,7678,95,14350,353
2942,39,4010,389,4036,30
24073,23,6753,235,12993,407
15913,19,4181,240,7043,445
9321,43,5137,483,5987,481
6138,27,4889,69,6043,246
24436,20,2683,272,11881,231
23948,34,3147,447,4419,466
23784,43,2107,147,10387,291
13482,18,1337,97,10765,481
17229,16,7834,312,12157,54
27840,29,8547,193,14772,342
25090,17,4092,495,14037,372
26592,17,1098,491,6663,137
12964,45,6954,393,13167,238
20290,49,3801,155,9499,108
11233,48,7064,407,12402,146
16881,21,8881,230,13463,190
24527,21,6848,73,8059,228
7338,25,3238,238,10850,337
25150,10,3352,347,4634,93
5200,32,1995,287,4714,328
10119,29,7505,490,7430,139
20816,12,5661,464,7335,399
11767,45,8140,99,10951,441
10224,32,1193,159,5456,231
10992,33,3892,334,6496,354
26607,31,9745,477,5300,454
24755,48,1779,425,7166,58
11434,43,2980,264,8047,357
9193,41,6477,183,6955,104
5910,44,8973,165,9508,455
15883,17,4744,130,9846,276
22813,10,5165,98,14283,493
5256,45,8786,284,12639,184
10344,30,7521,430,13627,149
14048,37,4035,446,13519,348
8950,44,2055,374,7727,311
26565,42,5682,222,9728,333
5839,22,1336,130,13874,485
27472,38,1093,397,13136,297
5793,23,5115,55,10646,90
8838,40,4614,464,4060,236
5305,40,1748,459,7029,376
2871,49,2073,139,9472,411
8585,24,4117,223,14078,320
18245,35,6636,141,10982,180
20598,17,8153,103,7028,31
17666,25,1507,426,6547,89
29716,45,8374,110,6365,31
27103,12,2612,487,14011,443
28973,48,8109,198,10769,100
2608,30,2673,107,13019,164
15566,43,2428,138,10610,252
6497,43,9436,191,7066,39
14265,44,7035,79,10892,214
25414,37,5083,354,9695,102
4740,24,2986,60,5954,471
19228,18,5727,342,8950,96
9939,32,8625,393,4255,429
29184,16,3149,465,5431,401
27899,16,7656,249,8943,142
12961,33,5881,355,10094,480
15084,26,9206,370,14153,155
6179,22,4028,102,14904,340
24333,15,4666,413,10052,334
10127,44,8190,126,7497,297
14751,19,4794,244,11621,87
5168,12,7813,486,10272,325
22063,31,3326,267,9540,349
25953,48,4434,362,12830,195
23534,48,1752,458,11094,402
13692,22,4404,308,9530,9
4819,14,2390,328,12040,473
3306,29,7392,187,7860,375
14870,37,6804,163,5439,169
8510,43,9176,158,10998,361
17252,41,3206,217,10067,395
28570,42,1084,206,14068,186
19746,10,9606,458,14772,371
3065,31,3240,266,10160,360
29190,12,1250,127,5844,412
25293,22,2043,463,8935,360
18069,13,3224,195,14954,400
7234,21,4625,148,13375,193
10950,20,2749,401,9425,267
16244,21,6772,326,11070,243
4611,38,7595,106,6510,147
3088,23,8712,108,13521,444
12542,47,5405,329,9816,59
8387,49,4959,267,12507,223
3707,48,5635,139,13110,298
14204,13,6384,332,14430,288
10895,31,2128,50,5297,137
17951,19,3162,416,12679,238
21449,35,3881,126,10490,484
7269,30,9913,92,7043,179
20369,35,7447,260,4962,283
16594,40,9275,265,8666,394
8114,39,7361,296,8792,336
2658,28,3487,402,14288,354
29942,22,7888,389,14366,98
24273,42,7433,498,11253,48
4576,18,7461,172,14973,343
10927,40,5110,198,4170,377
17406,46,8706,295,11219,210
18386,12,8804,490,11671,228
16952,23,9396,487,4481,30
3776,49,6035,56,9127,291
19843,21,5543,379,9588,134
11460,39,4191,123,7513,54
10227,26,3940,288,14671,382
28285,21,8191,213,14761,257
17876,26,3630,155,11488,498
20977,31,8706,211,8624,388
16863,25,6445,488,8435,82
11560,39,9668,352,12322,138
6614,49,7931,92,12355,468
25024,15,2996,259,12090,350
17693,31,2696,277,12184,40
26368,33,9295,365,8729,282
20844,19,3810,317,8624,225
26920,45,9508,189,7831,209
24470,37,8486,353,7451,279
2988,19,1494,352,10457,295
15069,21,4420,395,6031,363
24444,23,4568,250,14641,102
7983,23,3332,322,8164,168
2854,12,1009,245,9668,375
18284,16,8472,169,4829,491
21196,44,9582,409,14840,60
15315,31,1449,110,7485,280
26303,12,2210,207,10522,36
5974,36,3550,330,7997,90
27397,20,1354,125,4730,212
20130,43,9936,80,4776,440
20728,46,7436,360,7617,204
6544,11,4454,178,14473,9
12898,38,7588,83,5609,466
13440,46,3852,458,14236,227
26955,13,9472,297,6628,166
8371,45,8609,254,13970,282
14207,39,9932,201,5453,123
10365,23,6830,469,5709,55
19437,16,7299,188,5099,18
24803,43,7033,217,7329,314
5936,49,6870,281,14977,62
26060,44,3626,120,11653,290
14871,38,6801,116,10294,38
6141,22,8840,231,4958,150
3597,34,2034,66,5159,293
9292,11,8990,315,7991,426
14264,11,2631,113,4593,383
13120,19,1202,439,9819,373
29574,39,4933,350,5599,322
24787,20,4830,272,7171,251
4729,38,1300,182,5087,311
9264,40,5826,66,7742,455
20152,25,7037,165,8426,244
12743,19,8119,226,6447,467
10805,11,6959,460,10211,324
28041,30,9186,154,14620,410
22296,40,8237,392,6205,250
25071,26,4811,129,13825,486
16337,38,2299,290,8231,483
10029,11,5871,321,12195,230
22702,12,8330,156,10518,32
18432,22,5005,275,12679,230
22889,43,6417,175,13090,325
6472,44,3271,64,4840,374
21400,13,9656,473,10244,375
29334,27,4619,96,9445,157
15548,10,3471,94,7388,484
11301,38,8864,161,6839,177
26937,22,3952,328,4536,8
9283,25,7870,498,12408,5
6614,16,8755,277,6427,349
5567,29,5931,447,14777,387
7053,31,3415,117,14473,477
27710,41,1291,191,4173,324
7370,43,9292,187,8203,23
22765,32,6064,102,14295,449
13636,20,1233,223,4173,94
5196,23,4085,306,11590,83
17601,24,8959,303,8349,366
6895,15,4911,348,11201,40
18570,24,5483,75,9228,352
22317,35,2429,193,11194,313
26420,43,8818,105,12250,431
19210,34,2744,451,13986,227
18294,43,4671,234,5871,326
11993,46,8766,436,10928,372
16287,19,4371,132,6466,216
24283,35,6883,63,8338,304
25677,16,8146,78,8056,379
13977,42,1955,102,11992,355
16101,48,5884,170,6064,276
2615,26,6991,175,14439,448
28418,45,5113,110,7631,149
27132,49,7626,301,11849,169
19634,21,3338,161,10619,270
16632,20,1939,499,13248,313
19128,13,9450,161,4610,41
15597,27,6847,185,4714,359
10057,13,1813,82,9747,14
20571,25,7888,357,11335,6
3261,29,1232,335,5309,194
7986,46,6405,346,9907,412
16678,38,9569,475,14031,395
27397,12,3052,357,8204,154
29446,26,9532,453,6738,297
6445,13,6460,466,4478,298
6084,24,2067,187,8374,158
23207,26,2001,144,6469,359
2584,27,5312,402,9655,479
19468,22,7047,161,6693,187
2734,39,7914,97,10662,331
10413,27,9086,280,7783,347
22403,30,7021,429,11972,24
4965,26,2197,224,9521,320
7726,33,1197,427,6556,450
4155,29,8974,477,11300,29
12411,32,4732,315,12331,134
2476,49,8751,477,4820,404
5557,34,8761,60,9427,12
7839,29,7938,182,14566,365
2170,48,5629,448,13026,39
7196,38,5172,110,4956,294
8723,27,2370,209,11555,415
14589,36,4257,186,8812,461
22050,32,9830,124,4535,28
22350,33,4082,296,8013,226
29238,40,2087,453,8737,242
6652,20,9209,410,7436,381
14153,16,5009,134,8694,418
2316,24,7446,416,5826,308
23603,20,9944,358,9687,474
7859,32,8470,276,4681,232
16266,31,4600,418,8881,460
29015,49,9586,188,8252,78
10110,30,3924,357,9306,314
15945,47,4830,202,4239,459
25408,48,3364,314,11526,193
13526,38,4597,422,13400,466
15757,12,2372,130,4244,461
19367,41,2330,131,9044,85
19534,40,7873,395,7322,105
18057,33,6029,209,10968,177
20169,15,5982,282,7104,185
4602,42,9185,182,6970,153
5771,30,5389,495,7519,284
4981,18,5315,165,7804,478
19931,19,9571,429,14312,78
29273,26,8646,148,9039,141
16476,20,4223,261,12871,461
27917,30,1288,258,8914,141
8069,20,4151,81,8449,264
16056,12,3700,316,8946,41
25913,33,7296,118,7719,253
3658,12,2445,271,13258,334
3330,27,9574,405,5536,136
23013,44,7997,288,12409,122
15344,21,6555,411,9217,185
7633,28,5264,419,8920,297
2204,44,2213,230,12135,68
5214,29,7355,483,8320,381
8946,29,4211,422,13155,431
2349,44,8232,212,11568,422
8326,28,6840,295,4998,76
25895,28,5113,95,14404,117
15724,37,2259,62,9956,181
13772,27,6618,226,10152,79
20937,11,1726,267,8239,188
26274,21,9161,368,4560,342
27442,38,9023,275,5430,444
27038,17,8640,471,11568,455
11938,13,5760,54,11625,494
21126,16,9400,291,11267,311
26129,31,1697,267,4080,50
23687,14,4387,336,11357,348
11709,17,9155,293,9228,126
10695,15,2281,259,5051,258
10067,24,1956,206,5928,310
4791,15,7833,305,8896,67
9267,45,7608,203,4041,130
24507,33,9370,440,14994,248
7582,39,2962,405,11230,96
2721,44,8535,287,6254,16
3585,17,8576,482,10497,13
